season,episode,title,aired_date,synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday
4,18,Ambergris,"Sun, Apr 20, 2014","Gene, Louise, and Tina discover a seaweed-covered object at the beach that turns out to be a large hunk of Ambergris - an extremely valuable, but illegal, by-product of whale poop that is used in high-end perfumes. But Louise tries to cheat Gene and Tina out of the profit she hopes to make by selling the treasure on the black market. Meanwhile, Bob and Linda deal with their psychologically unstable landlord who is building them a new bathroom.",7.3,1000,"https://m.media-amazon.com/images/M/MV5BMTU3NDUyNDQ3OV5BMl5BanBnXkFtZTgwMzQ4ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3653426/?ref_=ttep_ep_18,FALSE
4,19,The Kids Run Away,"Sun, Apr 27, 2014","Louise has a cavity, but also Dentist phobia. The family have to deal with it.",8.3,1100,"https://m.media-amazon.com/images/M/MV5BMTk1Nzk2ODEyOF5BMl5BanBnXkFtZTgwMzU4MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3674020/?ref_=ttep_ep_19,FALSE
4,20,Gene It On,"Sun, May 4, 2014","Tina tries out for cheerleading, but a spirited and enthusiastic spectator Gene makes more of an impression.",7.4,1000,"https://m.media-amazon.com/images/M/MV5BNjI3NzExMTU2OV5BMl5BanBnXkFtZTgwNjc0MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3686090/?ref_=ttep_ep_20,FALSE
4,21,Wharf Horse (or How Bob Saves/Destroys the Town - Part I),"Sun, May 11, 2014","Motivated by the promise of a new beachside burger joint, Bob conspires with Felix to convince Mr. Fischoeder to sell Wonder Wharf. Meanwhile, Tina protests the destruction of the wharf's carousel by chaining herself to it.",8.1,1100,"https://m.media-amazon.com/images/M/MV5BMTUwNDAyMzI1OV5BMl5BanBnXkFtZTgwOTc0MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3686084/?ref_=ttep_ep_21,FALSE
4,22,World Wharf II: The Wharfening (or How Bob Saves/Destroys the Town - Part II),"Sun, May 18, 2014","It's Linda and the kids to the rescue when Felix takes desperate measures, and puts Bob and Mr. Fischoeder in danger.",8.4,1200,"https://m.media-amazon.com/images/M/MV5BMTg2MjE5Nzc5MF5BMl5BanBnXkFtZTgwNTc0MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3686092/?ref_=ttep_ep_22,FALSE
5,1,"Work Hard or Die Trying, Girl","Sun, Oct 5, 2014",Gene tries to make one of his dreams a reality when he gets the opportunity to make a musical version of Die Hard at the Wagstaff Fall Festival.,8.2,1300,"https://m.media-amazon.com/images/M/MV5BMTU2MjY2OTY4MV5BMl5BanBnXkFtZTgwNjM5MDg5MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3918318/?ref_=ttep_ep_1,FALSE
5,2,Tina and the Real Ghost,"Sun, Nov 2, 2014",Tina begins an out-of-this-world romance with a ghost that is believed to be living in the Belcher's basement.,7.8,1100,"https://m.media-amazon.com/images/M/MV5BMTcwNDQ5NzkxMl5BMl5BanBnXkFtZTgwOTY3OTE0MzE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt4166422/?ref_=ttep_ep_2,FALSE
5,3,Friends with Burger-fits,"Sun, Nov 16, 2014","Bob becomes Teddy's workout buddy after finding out his burgers contributed to Teddy's bad health. The two enroll in a stuntman boot camp where their friendship is put to the test. Meanwhile, the kids make an ice rink in the freezer, with Linda running their underground ice wrestling league.",7.6,992,"https://m.media-amazon.com/images/M/MV5BZTM5ZGRhMDAtYzdjZC00ZDQ4LThjYTMtNjQzNDRmNTdlOWYyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4193272/?ref_=ttep_ep_3,FALSE
5,4,Dawn of the Peck,"Sun, Nov 23, 2014","While Bob is boycotting the holiday, Linda and the kids spend Thanksgiving at the First Annual Fischoeder Turk-tacular Turkey Town Festival. However, a wild bird attack leads to total mayhem.",8.4,1300,"https://m.media-amazon.com/images/M/MV5BNTM2MTkwYmMtY2Q3Ny00NTczLTgzNTItOTVjYjYwNjUxMjEyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4166424/?ref_=ttep_ep_4,TRUE
5,5,Best Burger,"Sun, Nov 30, 2014","Bob is in a ""best burger"" competition, but is at risk of losing when an important part of the burger is nowhere to be found.",8,1000,"https://m.media-amazon.com/images/M/MV5BZDJiNzhlYWQtMGIwYy00MTMzLWFhYzItNmVjOGFmNWRjNzNmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4237506/?ref_=ttep_ep_5,FALSE
5,6,Father of the Bob,"Sun, Dec 7, 2014","At Bob's father's Christmas party, Bob and ""Big Bob"" rehash an old argument and try to outdo each other in the kitchen. Meanwhile, the kids compete to find the best gift for their dad.",7.8,1100,"https://m.media-amazon.com/images/M/MV5BZjU2OTYxM2QtYmEzYi00YmJkLWIxMTAtOTlhZDIwZjQ5NGUzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4226904/?ref_=ttep_ep_6,TRUE
5,7,Tina Tailor Soldier Spy,"Sun, Dec 14, 2014","After being pestered by the kids and a mistake by Gretchen, Linda decides to dye her hair full blonde. Meanwhile, when trying to quit the Thunder Girls Tina is asked to find a mole in the troop.",7.7,971,"https://m.media-amazon.com/images/M/MV5BNmU3OWI3ZjUtNmE0YS00MDlhLThjNGQtY2Q5ZWY2MDYwNWEyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4278370/?ref_=ttep_ep_7,FALSE
5,8,Midday Run,"Sun, Jan 4, 2015",Tina gets Gene and Louise to help ensure she gets a big hall-monitor promotion.,7.6,958,"https://m.media-amazon.com/images/M/MV5BZjQ4MWVjNzctODA3OS00MjIxLTk3ZTQtMWFkYzljMjVkMDA5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4285094/?ref_=ttep_ep_8,FALSE
5,9,Speakeasy Rider,"Sun, Jan 11, 2015","Tina, Gene and Louise are ready to put the pedal to the metal when they join a go-kart league. Meanwhile, at the restaurant Bob and Teddy partner up to serve Teddy's home-brewed beer.",7.8,964,"https://m.media-amazon.com/images/M/MV5BNjgyZTI0YTUtNzAyOC00MmEzLWExZGYtMjAzNTUxNGQ0NDYzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4346964/?ref_=ttep_ep_9,FALSE
5,10,Late Afternoon in the Garden of Bob and Louise,"Sun, Jan 25, 2015","In order to become a member of the community garden, Bob must give Louise's enemy a job.",7.9,1000,"https://m.media-amazon.com/images/M/MV5BYWQ0MWIyMWMtYWUzMC00MDhhLWE4YjktMTZkMDk3MTc2N2YxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4370928/?ref_=ttep_ep_10,FALSE
5,11,Can't Buy Me Math,"Sun, Feb 8, 2015",Tina and Darryl team up to win the Cupid's Couple contest; Linda plans Valentine's Day activities.,7.9,964,"https://m.media-amazon.com/images/M/MV5BOGI0YzllZmMtODM2Ni00MWExLWIxMTktNzdiODZjMGFkNmIyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4370950/?ref_=ttep_ep_11,TRUE
5,12,The Millie-churian Candiate,"Sun, Feb 15, 2015","Desperate to keep Millie from becoming class president and ruining the school, Tina and Louise volunteer to help run Jimmy Junior's campaign.",8.2,1000,"https://m.media-amazon.com/images/M/MV5BZjVkZWZmY2UtZWY5MC00YjY0LWFjYjQtZWE0Y2ZmM2U2N2YxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4393148/?ref_=ttep_ep_12,FALSE
5,13,The Gayle Tales,"Sun, Mar 1, 2015",The kids compete to be their Aunt Gayle's companion for the evening.,7.8,1000,"https://m.media-amazon.com/images/M/MV5BMDY1NDNkZGQtNzg3NC00MzUzLWEzMWMtYjBlM2Q5NjRlZTQwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4432866/?ref_=ttep_ep_13,FALSE
5,14,L'il Hard Dad,"Sun, Mar 8, 2015","Bob becomes obsessed with his new automatic helicopter. When it falls apart for no reason, he enters into a battle with the manufacturer in order to receive a refund. Gene assists Bob in his quest, but things quickly get out of hand and end in a crazy helicopter battle. Meanwhile, Louise and Linda help Tina prepare for her oral book report.",7.5,947,"https://m.media-amazon.com/images/M/MV5BZTI3MDIxY2MtN2JjYy00Mzk4LTg3ZjItNjMyOGNlZjFiNzZlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4454882/?ref_=ttep_ep_14,FALSE
5,15,Adventures in Chinchilla-sitting,"Sun, Mar 15, 2015","Bob and Linda head out on the town for a date - but to Linda's dismay, Bob's idea of romance proves ""trivial."" Meanwhile, a wild chinchilla chase ensues after the school pet that Louis was charged with watching escapes out the front door.",7.5,961,"https://m.media-amazon.com/images/M/MV5BNGY0M2ZiNTktOWE4My00NzFhLWFkZTYtYWM3YjFjMGMxN2U0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4469004/?ref_=ttep_ep_15,FALSE
5,16,The Runway Club,"Sun, Mar 22, 2015",The kids try to escape Saturday detention so they can attend the Cotton Candy Festival.,7.8,961,"https://m.media-amazon.com/images/M/MV5BYmU1ZTliZDMtNTRmMC00ZmVlLWI4ZmMtNjE0N2U4OWRiMjVjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4483572/?ref_=ttep_ep_16,FALSE
5,17,Itty Bitty Ditty Committee,"Sun, Apr 26, 2015","Gene is promptly kicked out of the band he formed with Tina, Louise, Rudy, Peter, and Daryl, and proclaims he is never going to play keyboard again.",7.6,931,"https://m.media-amazon.com/images/M/MV5BZjkxN2NiYzYtNDYyYS00ZWY1LTg0NGQtNmVlNjYxYWY3MGIzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4570998/?ref_=ttep_ep_17,FALSE
5,18,"Eat, Spray, Linda","Sun, May 3, 2015","It's Linda's birthday and Bob needs more time to plan her birthday surprise. But when he sends her out of the house as a distraction, she goes missing. Mayhem ensues as the Belchers must work together to find Linda.",8.4,1100,"https://m.media-amazon.com/images/M/MV5BMGIwOTI0NTEtNTc3Yy00NzAxLWE5MzAtODc5NWM0NzY3MWFkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4576552/?ref_=ttep_ep_18,FALSE
5,19,Housetrap,"Sun, May 10, 2015","When a vicious storm strikes during the Belcher family's vacation at a beach house in Craggy Neck, they find themselves staying with the mysterious owner.",8.7,1300,"https://m.media-amazon.com/images/M/MV5BODYyZTUyMzMtNGY2YS00YTE2LTg4ZDctYzBiYzljMjljZGI4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4622310/?ref_=ttep_ep_19,FALSE
5,20,Hawk & Chick,"Sun, May 17, 2015","Bob and Louise are thrilled when they meet Hawk, the star of their favorite martial arts series, and are quick to offer help upon learning about his family troubles.",8.4,1100,"https://m.media-amazon.com/images/M/MV5BMzY1NWUyMDMtMWRiYy00NzYzLTgzMDgtMGM0YTA5Yjk5ZGEzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4622318/?ref_=ttep_ep_20,FALSE
5,21,The Oeder Games,"Sun, May 17, 2015","With the threat of a rent increase on Ocean Avenue, Bob and the other tenants rebel. After approaching Fischoeder, the tenants find out that they will have to compete in order to convince him to keep their rents reasonable.",8.7,1200,"https://m.media-amazon.com/images/M/MV5BMmFiMmJmMzAtNWUzMS00MjYyLTkzZGMtMGY2OThjODcxYmYyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4622328/?ref_=ttep_ep_21,FALSE
6,1,Sliding Bobs,"Sun, Sep 27, 2015","When Bob starts to lose his hair, Linda reminisces about his mustache and how it made her fall for him; the kids make up their own versions of how Bob and Linda met.",7.8,986,"https://m.media-amazon.com/images/M/MV5BMTk3MTc0ODE3NV5BMl5BanBnXkFtZTgwODUwNTA3NjE@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt4806434/?ref_=ttep_ep_1,FALSE
6,2,The Land Ship,"Sun, Oct 11, 2015",Bob thinks the upcoming Land Ship parade will increase business -- until he learns two porta-potties will be in front of his restaurant; Tina's friends tell her she is boring.,7.6,917,"https://m.media-amazon.com/images/M/MV5BMjMxNDE2MTU3Ml5BMl5BanBnXkFtZTgwMzUwNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5043080/?ref_=ttep_ep_2,FALSE
6,3,The Hauntening,"Sun, Oct 18, 2015","When Louise admits that she has never felt scared before, the family goes to a haunted house in an effort to change but mayhem ensues after their visit.",9.1,1800,"https://m.media-amazon.com/images/M/MV5BZmVmZGUxMWEtNzI2YS00OTJiLWIzN2QtYTI1YWY3NDRhODM4XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt5062580/?ref_=ttep_ep_3,FALSE
6,4,Gayle Makin' Bob Sled,"Sun, Nov 8, 2015","Bob goes to pick up Gayle so she does not miss the Thanksgiving celebration, but gets caught in a snowstorm coming back, leaving Linda to prepare the turkey.",7.6,1000,"https://m.media-amazon.com/images/M/MV5BODY2OTYzMDk0Nl5BMl5BanBnXkFtZTgwNjkwNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5124542/?ref_=ttep_ep_4,TRUE
6,5,Nice-Capades,"Sun, Nov 15, 2015","A grumpy mall Santa threatens to put Gene, Tina and Louise on the naughty list, inspiring them to arrange a musical performance in hopes of changing Santa's mind before Christmas.",7.5,927,"https://m.media-amazon.com/images/M/MV5BMjEzODQ1OTMyNl5BMl5BanBnXkFtZTgwNDAxNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5147222/?ref_=ttep_ep_5,TRUE
6,6,"The Cook, the Steve, the Gayle, & Her Lover","Sun, Jan 17, 2016","When Bob throws a dinner party, Gayle takes advantage of the opportunity to introduce her new love interest to the family; a long-standing feud is revealed.",7.8,930,"https://m.media-amazon.com/images/M/MV5BMjMyNDk4MDE5M15BMl5BanBnXkFtZTgwMjIxNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5204516/?ref_=ttep_ep_6,FALSE
6,7,The Gene and Courtney Show,"Sun, Feb 14, 2016","Gene and Courtney are given the opportunity to be the new hosts of morning announcements, but their romantic history poses challenges; Tina's plan goes awry.",7.6,879,"https://m.media-amazon.com/images/M/MV5BMTU1NDUyNDc3N15BMl5BanBnXkFtZTgwNzQ0OTQwODE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5352800/?ref_=ttep_ep_7,FALSE
6,8,Sexy Dance Healing,"Sun, Feb 21, 2016",Bob must take legal action after he slips on the sidewalk and needs to pay for surgery; Jairo promises to heal Bob without doctors; the kids fake a law firm.,7.6,883,"https://m.media-amazon.com/images/M/MV5BMjQwMzM3MzU0Nl5BMl5BanBnXkFtZTgwMzQ2NjExODE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5461660/?ref_=ttep_ep_8,FALSE
6,9,Sacred Couch,"Sun, Mar 6, 2016","Louise wants the family to get a new couch, but the family votes against it. So she decides to take care of the problem herself.",7.2,951,"https://m.media-amazon.com/images/M/MV5BNDM2NTJlMDItODRmMy00NGNkLWE4YmEtODllYTcwMzFkN2Y2XkEyXkFqcGc@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5527708/?ref_=ttep_ep_9,FALSE
6,10,Lice Things Are Lice,"Sun, Mar 13, 2016","When Tina volunteers alongside Nurse Liz, she finds herself involved in the biggest scandal to hit Wagstaff: a lice infestation. Meanwhile, Bob makes improvements to the restaurant that end up driving customers away. Can the Belchers juggle both a crisis at the restaurant and lice?",7.6,896,"https://m.media-amazon.com/images/M/MV5BMTg4MjE3OTYxNl5BMl5BanBnXkFtZTgwNTkxNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5509096/?ref_=ttep_ep_10,FALSE
6,11,House of 1000 Bounces,"Sun, Apr 3, 2016","The Belcher kids hop into action after news of a bounce house crisis at a birthday party; Bob encounters a guest at the restaurant, fixing him to face a fear.",7.7,874,"https://m.media-amazon.com/images/M/MV5BOTdkMmYyMjItOGNhMS00MjVlLThmNTgtNGQ5ODFhNjZkZjcxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt5555436/?ref_=ttep_ep_11,FALSE
6,12,Stand by Gene,"Sun, Apr 3, 2016","When Gene overhears talk about a mystical creature that lives nearby, he leads the Belcher kids and their friends on a journey to find it. Meanwhile, Linda's competitive nature takes over during downtime at the restaurant.",8.3,946,"https://m.media-amazon.com/images/M/MV5BYzk1ODAxZjMtNTFjOC00ZTQ5LWJjN2UtY2ViOTk4YzFmYTg1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt5587988/?ref_=ttep_ep_12,FALSE
6,13,Wag the Hog,"Sun, Apr 10, 2016","The Belchers try to help Bob's friend, Critter, after he lands in jail for unpaid parking tickets; Linda takes a job as a babysitter.",7.6,841,"https://m.media-amazon.com/images/M/MV5BNTg1ODIzMjA2MV5BMl5BanBnXkFtZTgwNjEyNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5587990/?ref_=ttep_ep_13,FALSE
6,14,The Hormone-iums,"Sun, Apr 17, 2016","Tina gets her wish for Wagstaff fame, but soon regrets it. Linda pursues an improbable business venture, but struggles to get it off the ground.",7.5,825,"https://m.media-amazon.com/images/M/MV5BMjA1NjgwMjg0Nl5BMl5BanBnXkFtZTgwMDIyNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5606452/?ref_=ttep_ep_14,FALSE
6,15,Pro Tiki/Con Tiki,"Sun, Apr 24, 2016",Bob's friend Warren comes to visit and makes an offer to invest in the restaurant; Bob is hesitant when he finds out about Warren's interior design ideas.,7.4,865,"https://m.media-amazon.com/images/M/MV5BMTg1ODExMjAzM15BMl5BanBnXkFtZTgwMDA5MTg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5623906/?ref_=ttep_ep_15,FALSE
6,16,Bye Bye Boo Boo,"Sun, May 8, 2016",Louise enters a contest with the hopes that Tina will get to meet Boo Boo from Boyz 4 Now; Bob learns more about the history of the restaurant.,7.5,839,"https://m.media-amazon.com/images/M/MV5BMTcyNDM0MTY0MV5BMl5BanBnXkFtZTgwNDMwNjY4ODE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5662168/?ref_=ttep_ep_16,FALSE
6,17,The Horse Rider-er,"Sun, May 15, 2016","Tina manages to convince her parents to send her to horse camp; but in doing so, she realizes she must end her relationship with her imaginary horse, Jericho.",7.8,884,"https://m.media-amazon.com/images/M/MV5BMjMyNzg2NjMzMV5BMl5BanBnXkFtZTgwMTQyNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5662170/?ref_=ttep_ep_17,FALSE
6,18,Secret Admiral-irer,"Sun, May 22, 2016","Tina's ideas of love and romance are tested when she volunteers at a nursing home to earn her next Thunder Girls badge. Meanwhile, Bob makes new friends who lead him to make some questionable choices.",7.8,867,"https://m.media-amazon.com/images/M/MV5BMjM3MTQ2MTkxM15BMl5BanBnXkFtZTgwMDQyNDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt5662172/?ref_=ttep_ep_18,FALSE
6,19,"Glued, Where's My Bob?","Sun, May 22, 2016",The Belcher children are involved in a goop war prank that takes place on the same day that a journalist is visiting the restaurant to write a profile.,9,1500,"https://m.media-amazon.com/images/M/MV5BYjU5OTA3MWQtNjc1NC00NzNhLTgwMDMtMmNkZWZlYmU3ZmM1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt5662174/?ref_=ttep_ep_19,FALSE
7,1,Flu-ouise,"Sun, Sep 25, 2016","Louise comes down with the flu and falls into a wild fever dream filled with familiar faces, zany musical numbers and a crazy adventure.",8.1,1200,"https://m.media-amazon.com/images/M/MV5BMTU4ODEzNjc4M15BMl5BanBnXkFtZTgwMjEzMjUxMDI@._V1_QL75_UX500_CR0,14,500,281_.jpg",https://www.imdb.com/title/tt5096560/?ref_=ttep_ep_1,FALSE
7,2,Sea Me Now,"Sun, Oct 9, 2016",Teddy tries to impress his ex-wife by organizing a day trip on his newly refurbished boat; Tina attempts to prove she's responsible enough to have a cellphone by taking care Bob's prized eraser.,7.8,940,"https://m.media-amazon.com/images/M/MV5BYzk3YzUyOTEtNmI2Zi00MDdiLTk1ZmEtZGMxYjFiYTYzMDg3XkEyXkFqcGc@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6104384/?ref_=ttep_ep_2,FALSE
7,3,Teen-a-Witch,"Sun, Oct 23, 2016","When Tammy steals her idea for winning the annual Halloween costume contest, Tina turns to witchcraft.",7.6,938,"https://m.media-amazon.com/images/M/MV5BMjI4OTQxMzIwNl5BMl5BanBnXkFtZTgwOTExNzY0MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6114346/?ref_=ttep_ep_3,TRUE
7,4,"They Serve Horses, Don't They?","Sun, Nov 6, 2016",The Belchers find themselves involved in a full-blown investigation when Bob secures a new meat provider who claims to save money on every order.,7.6,892,"https://m.media-amazon.com/images/M/MV5BMTY5MDIwNDA3M15BMl5BanBnXkFtZTgwOTA0NDg1MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6146960/?ref_=ttep_ep_4,FALSE
7,5,"Larger Brother, Where Fart Thou?","Sun, Nov 20, 2016","Gene and Louise are left home alone when Tina ends up in detention, while Bob and Linda get into trouble with their accountant.",8.1,942,"https://m.media-amazon.com/images/M/MV5BNmI3ZmI3M2YtZTY4ZS00OTNjLTgzYjAtZWMwZjU4ZGQ2YTE2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6190702/?ref_=ttep_ep_5,FALSE
7,6,The Quirk-ducers,"Sun, Nov 20, 2016",The Belcher kids produce their own version of the annual Thanksgiving play and Linda finds a potato that resembles her late grandfather.,8,927,"https://m.media-amazon.com/images/M/MV5BMTU3MTA4MTExOV5BMl5BanBnXkFtZTgwMzU2MDY2MDI@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6190772/?ref_=ttep_ep_6,TRUE
7,7,The Last Gingerbread House on the Left,"Sun, Nov 27, 2016","Bob gets involved in a gingerbread house competition with Mr. Fischoeder and his friends while Linda, Teddy and the kids spread Christmas cheer through caroling.",8.2,1000,"https://m.media-amazon.com/images/M/MV5BYjA4ZWZkMTctMTExOS00Y2I2LWJkNzAtNTZhMTA4NTk0ZGJkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6213826/?ref_=ttep_ep_7,TRUE
7,8,Ex Mach Tina,"Sun, Jan 8, 2017","After hurting her ankle, Tina enrolls in a program that enables her send a robot of herself to school and the robot gives her an unexpected breakthrough with Jimmy Jr.",7.9,920,"https://m.media-amazon.com/images/M/MV5BZDkwNjE3N2EtYzJmYy00N2VjLWJiNmMtZDIyZmI1ZTdjNjAxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6119178/?ref_=ttep_ep_8,FALSE
7,9,Bob Actually,"Sun, Feb 12, 2017","With Valentine's Day around the corner, the kids find themselves in love-caused chaos and Bob comes up with a romantic gesture to impress Linda.",8.5,1100,"https://m.media-amazon.com/images/M/MV5BMjExMjI1MzgtM2I5NC00NDdjLTg0MzgtYTQ3YTQyNzY3YWE3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6405378/?ref_=ttep_ep_9,TRUE
7,10,There's No Business Like Mr. Business Business,"Sun, Feb 19, 2017","Bob is skeptical about Gayle's cat Mr. Business having a career in showbiz, until it looks like the cat could have his big break.",7.5,859,"https://m.media-amazon.com/images/M/MV5BYTE3MGM2NjMtMzYyYS00ZDQ5LWI2ZWUtYmYzZjgyNTk2NWRlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6467848/?ref_=ttep_ep_10,FALSE
7,11,A Few 'Gurt Men,"Sun, Mar 5, 2017",Louise finds herself in a predicament when she is told that she will be representing one of her biggest enemies at Wagstaff during a mock-trial.,8.2,898,"https://m.media-amazon.com/images/M/MV5BODU2MTMxYjgtNmY0Zi00MzViLThkNDktZTljOGE0MmU5YzA2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6545324/?ref_=ttep_ep_11,FALSE
7,12,Like Gene for Chocolate,"Sun, Mar 12, 2017","Gene learns that the formula for his favorite chocolate has changed, so he works with the head of the company to fix the problem. In the meantime, Bob gets wrapped up in one of Teddy's not-so-perfect plans.",7.5,818,"https://m.media-amazon.com/images/M/MV5BM2Q3NTk0OTEtN2Y0OS00YTRiLTg4ODAtMjI0MDA3OTBmMTk0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6540330/?ref_=ttep_ep_12,FALSE
7,13,The Grand Mama-Pest Hotel,"Sun, Mar 19, 2017","Linda chaperones Tina's weekend at a heroine convention, while Gene and Louise spend the weekend with Bob.",7.4,833,"https://m.media-amazon.com/images/M/MV5BY2QyYjI2NGUtY2VmOC00M2FkLTg1NTItMjE5ZTUxNWE5MWFhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6570836/?ref_=ttep_ep_13,FALSE
7,14,Aquaticism,"Sun, Mar 26, 2017","The Belcher kids hatch a plan to save the aquarium from closure, while Bob learns a few things about Linda's customer service skills.",7.6,851,"https://m.media-amazon.com/images/M/MV5BMjU4NThkZTQtYjBmZC00YzE2LWJmYWUtNzdlNDg2MDYwZTY0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6597072/?ref_=ttep_ep_14,FALSE
7,15,Ain't Miss Debatin',"Sun, Mar 26, 2017","Tina is recruited for the debate team, while Gene and Louise make a stop motion film centered on a surprising subject matter.",7.9,860,"https://m.media-amazon.com/images/M/MV5BZDJjMDU1MTctZDIxNS00ZWVhLWI2YTgtZTY2ZDZkYTczYmQxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6597076/?ref_=ttep_ep_15,FALSE
